unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
15,texture,zigzagged,0.024022052,white-c,72511065,2813399,445937,0.005955472,motorbike,1440771,1176280,22973,0.00885594,wheel,1513439,507261,24254,0.012148588,metal,3462561,630275,27536,0.006773424,airport_terminal-s,1480192,596465,8060,0.003896361,zigzagged,1618176,610395,52279,0.024022052
16,texture,grid,0.012586378,black-c,139916835,1966712,677049,0.004794744,building,35246027,925551,141474,0.00392655,eye,110350,394700,2733,0.005440787,metal,3462561,437229,9443,0.00242729,building_facade-s,3148544,517016,14497,0.003970624,grid,1682240,328793,24997,0.012586378
17,texture,studded,0.008489036,yellow-c,34166024,2794969,184890,0.005027449,sky,36650987,1536994,241597,0.006366799,body,1291612,599900,13663,0.007275878,glass,2246777,611082,8641,0.003032762,dining_room-s,5694976,841309,28672,0.004405917,studded,1593088,293559,15881,0.008489036
18,texture,lacelike,0.019416104,white-c,72511065,2816753,371720,0.00495917,motorbike,1440771,1465424,26738,0.009285779,wheel,1513439,581720,22852,0.011027324,food,1104928,419168,5909,0.003892142,forest-broadleaf-s,1216768,710237,11384,0.00594272,lacelike,1530368,684708,42189,0.019416104
19,texture,grid,0.037178983,white-c,72511065,3504347,1576899,0.021183913,motorbike,1440771,1577724,42588,0.014310931,body,1291612,708095,26750,0.013558329,glass,2246777,417980,21873,0.008276186,airport_terminal-s,1480192,656332,21585,0.010205968,grid,1682240,1104104,99880,0.037178983
20,color,red-c,0.084275534,red-c,21004512,3604559,1912745,0.084275534,seat,1488057,1354950,39492,0.014086602,nose,155124,378896,4319,0.008153656,fabric,8548746,563729,108651,0.012067206,theater-indoor_procenium-s,288512,783099,12129,0.011448047,frilly,1618176,1299391,102442,0.036389858
21,texture,zigzagged,0.013667151,white-c,72511065,2041491,368630,0.004969136,motorbike,1440771,967637,17523,0.007329085,wheel,1513439,424057,20529,0.010709105,glass,2246777,396580,7045,0.002672294,airport_terminal-s,1480192,510011,7106,0.003583284,zigzagged,1618176,383622,26990,0.013667151
22,texture,perforated,0.039768693,black-c,139916835,2504710,755989,0.005336435,skyscraper,1270392,1134133,22811,0.009577556,wheel,1513439,368767,8788,0.004690891,plastic-opaque,577397,348011,2612,0.002830528,skyscraper-s,4402944,674795,47351,0.009412992,perforated,1793792,729083,96494,0.039768693
23,texture,grid,0.01312811,black-c,139916835,1743643,484447,0.00343151,windowpane,8841352,818167,36906,0.003835341,crosswalk,241792,307419,1835,0.003352357,glass,2246777,362323,8600,0.003307056,airport_terminal-s,1480192,428033,7459,0.003924207,grid,1682240,291059,25570,0.01312811
24,texture,dotted,0.014806317,red-c,21004512,2124976,139263,0.006057487,table,4805122,1044327,21816,0.003743544,arm,2299112,359025,10042,0.00379216,painted,13470129,539773,48501,0.003473935,conference_room-s,2308096,557846,10140,0.003550666,dotted,2935296,279445,46904,0.014806317
25,texture,zigzagged,0.031146756,white-c,72511065,3318797,746226,0.009938597,bicycle,1152271,1519062,42011,0.015977883,wheel,1513439,710184,52937,0.024387221,metal,3462561,506470,21488,0.005443386,airport_terminal-s,1480192,655491,10827,0.005095404,zigzagged,1618176,896793,75967,0.031146756
26,texture,studded,0.005647225,black-c,139916835,1589999,454344,0.003221099,motorbike,1440771,776848,9084,0.004113134,wheel,1513439,313681,7404,0.004068767,glass,2246777,327760,6181,0.002406598,airport_terminal-s,1480192,418967,5456,0.002881128,studded,1593088,239870,10293,0.005647225
27,texture,swirly,0.032098964,red-c,21004512,3379953,392982,0.016380063,motorbike,1440771,1226763,35473,0.013477271,body,1291612,645924,17526,0.009128077,fabric,8548746,716787,40359,0.004374877,wine_cellar-bottle_storage-s,150528,484385,6971,0.011101344,swirly,1605632,899845,77922,0.032098964
28,texture,studded,0.014042188,white-c,72511065,3007513,509506,0.006792592,sky,36650987,1546765,261670,0.006897655,arm,2299112,504824,12608,0.004516846,painted,13470129,680175,73790,0.005242065,skyscraper-s,4402944,848260,23372,0.004470687,studded,1593088,294513,26139,0.014042188
29,scene,ball_pit-s,0.049422464,red-c,21004512,3759330,450016,0.018508646,bus,1628191,1646211,68209,0.02127414,body,1291612,818491,24777,0.011881595,fabric,8548746,821433,64216,0.006900522,ball_pit-s,275968,667000,44409,0.049422464,zigzagged,1618176,816308,102783,0.044080695
30,texture,striped,0.063455732,white-c,72511065,3592054,984957,0.013112102,light,350013,983910,7831,0.005905322,frame,136341,367740,3974,0.007946299,metal,3462561,668026,38811,0.009485123,airport_terminal-s,1480192,470104,11330,0.005843321,striped,2433536,1311233,223448,0.063455732
31,scene,ball_pit-s,0.040282864,orange-c,30348501,3676244,495918,0.014790795,bus,1628191,1593486,64142,0.020313947,body,1291612,808310,23228,0.011185086,glass,2246777,874207,20079,0.006475206,ball_pit-s,275968,643305,35597,0.040282864,zigzagged,1618176,726141,84911,0.037581116
32,texture,lacelike,0.038174857,black-c,139916835,3163995,1575243,0.01113202,motorbike,1440771,1449572,30312,0.010598487,wheel,1513439,641280,29690,0.013971574,metal,3462561,383138,11776,0.003071528,mountain_snowy-s,1793792,702142,13836,0.005574317,lacelike,1530368,1024354,93940,0.038174857
33,texture,striped,0.035312563,white-c,72511065,3422787,496276,0.006578631,motorbike,1440771,1366069,32851,0.011842513,wheel,1513439,617533,31505,0.01500619,metal,3462561,771644,39295,0.009367305,airport_terminal-s,1480192,629423,9030,0.004298802,striped,2433536,747906,108513,0.035312563
34,texture,striped,0.012753374,white-c,72511065,3101350,435678,0.005795383,dog,3793935,1323555,39888,0.007855677,arm,2299112,589738,23767,0.008295397,glass,2246777,909259,17986,0.005731585,living_room-s,9621248,685567,42260,0.004117081,striped,2433536,249749,33790,0.012753374
35,texture,zigzagged,0.024513455,white-c,72511065,2341721,435276,0.005849107,motorbike,1440771,992515,20816,0.008628501,wheel,1513439,468450,24660,0.012599445,metal,3462561,542255,17005,0.004264244,subway_station-corridor-s,188160,469508,2642,0.004033428,zigzagged,1618176,486148,50350,0.024513455
36,texture,zigzagged,0.022436299,red-c,21004512,3240990,367333,0.015383633,sky,36650987,1338169,254702,0.006749853,arm,2299112,384467,14988,0.005616447,fabric,8548746,751493,47827,0.005169139,skyscraper-s,4402944,707116,26261,0.005165625,zigzagged,1618176,534854,47246,0.022436299
37,texture,chequered,0.016852832,black-c,139916835,3658563,2149862,0.015201371,sky,36650987,1266532,221021,0.005863171,screen,677188,277971,9353,0.00988892,painted,13470129,758600,180220,0.012828408,home_theater-s,313600,497387,4196,0.005200851,chequered,1530368,244632,29418,0.016852832
38,texture,chequered,0.014503446,white-c,72511065,3052315,473252,0.006302453,person,14523849,1477169,108317,0.006815519,hair,1159565,710990,13750,0.007405193,ceramic,679072,795310,6236,0.004247534,conference_room-s,2308096,749925,15118,0.004968282,chequered,1530368,361686,27049,0.014503446
39,texture,veined,0.037799587,blue-c,61494563,3818054,2212858,0.035069199,sea,2272224,2027165,112086,0.026768065,screen,677188,299536,24352,0.02556984,plastic-clear,161557,140117,1646,0.005486155,beach-s,990976,1017909,40709,0.020683618,veined,1806336,1581293,123387,0.037799587
40,color,blue-c,0.045488034,blue-c,61494563,3653557,2834523,0.045488034,sky,36650987,2040452,686831,0.018072308,body,1291612,566676,24820,0.013537187,plastic-opaque,577397,230051,5352,0.006672518,mountain_snowy-s,1793792,1130858,97428,0.034460683,bubbly,1517824,1283599,114094,0.042456283
41,texture,perforated,0.014879108,white-c,72511065,1361363,253473,0.00344304,motorbike,1440771,602780,8527,0.004190123,hand,398768,261071,2494,0.00379405,paper,471596,281938,1788,0.002378463,shoe_shop-s,577024,298705,1949,0.002230539,perforated,1793792,308457,30821,0.014879108
42,texture,lined,0.050255927,black-c,139916835,3334758,1484590,0.010472042,bus,1628191,1545475,35212,0.011219537,crosswalk,241792,588471,10798,0.01317689,metal,3462561,697007,24748,0.005985267,conference_room-s,2308096,763504,15967,0.005225431,lined,1568000,498639,98891,0.050255927
43,color,black-c,0.011696842,black-c,139916835,3050568,1652933,0.011696842,floor,20378155,1139740,98265,0.004587614,leg,2786636,277860,11064,0.003623464,carpet,4405463,804215,25851,0.004986856,conference_room-s,2308096,619009,12707,0.004360077,banded,2571520,259227,21448,0.007634645
44,texture,chequered,0.021458081,white-c,72511065,2727991,905688,0.012184138,windowpane,8841352,1322351,66064,0.006542519,wheel,1513439,591153,10380,0.004956518,glass,2246777,637875,19869,0.006935604,casino-indoor-s,652288,678633,5229,0.003944355,chequered,1530368,392249,40389,0.021458081
45,texture,waffled,0.016906995,pink-c,18491188,2644992,176655,0.008428388,light,350013,1032480,8028,0.005840818,hand,398768,471695,4885,0.005643628,metal,3462561,827607,27372,0.006421138,ball_pit-s,275968,505598,3382,0.004346016,waffled,1555456,446240,33280,0.016906995
46,texture,studded,0.007357619,black-c,139916835,1859979,500250,0.003540927,light,350013,849619,6102,0.005112565,pane,480756,285386,1747,0.002285468,glass,2246777,450524,7513,0.002793157,airport_terminal-s,1480192,475600,6075,0.003115837,studded,1593088,216909,13220,0.007357619
47,texture,waffled,0.011785798,pink-c,18491188,3011488,118203,0.005527515,cat,4163987,1339432,45037,0.00825098,head,4946761,598668,43520,0.007909982,metal,3462561,956052,35550,0.008110766,conference_room-s,2308096,685689,13825,0.004639324,waffled,1555456,303494,21654,0.011785798
48,texture,perforated,0.011079215,white-c,72511065,1903189,519772,0.007033976,person,14523849,843841,63958,0.004179242,arm,2299112,323374,14555,0.005581053,paper,471596,452160,3378,0.003670231,living_room-s,9621248,427830,30075,0.003001796,perforated,1793792,298323,22925,0.011079215
49,color,black-c,0.013611226,black-c,139916835,3049948,1919822,0.013611226,floor,20378155,1192110,121384,0.005659223,leg,2786636,278042,12364,0.004050697,carpet,4405463,720420,34202,0.006717231,conference_room-s,2308096,643746,13770,0.004686747,chequered,1530368,245188,12404,0.007035128
50,texture,zigzagged,0.025648713,white-c,72511065,2568596,401627,0.005378114,motorbike,1440771,1080713,23005,0.009207602,wheel,1513439,537325,23790,0.011736707,paper,471596,632084,4419,0.004019973,conference_room-s,2308096,520093,9978,0.003540544,zigzagged,1618176,574583,54835,0.025648713
51,texture,swirly,0.01090065,white-c,72511065,2928396,393712,0.005246293,car,5354795,1653180,64172,0.009241622,wheel,1513439,656193,14975,0.006950062,metal,3462561,503796,15475,0.003916847,building_facade-s,3148544,888777,24486,0.00610192,swirly,1605632,442850,22089,0.01090065
52,texture,perforated,0.015675462,white-c,72511065,2180045,451537,0.006082161,motorbike,1440771,1091731,15688,0.006233277,wheel,1513439,469797,14151,0.007186587,glass,2246777,406335,7494,0.002832608,building_facade-s,3148544,593344,13321,0.003572686,perforated,1793792,397281,33816,0.015675462
53,texture,polka-dotted,0.023340795,purple-c,10857154,2000140,51214,0.003999194,light,350013,993120,8955,0.006711998,eye,110350,382585,3730,0.007624615,glass,2246777,335090,8580,0.003334257,casino-indoor-s,652288,546672,4399,0.003682524,polka-dotted,1705984,367767,47299,0.023340795
54,texture,meshed,0.011127445,white-c,72511065,2269410,388171,0.005217892,car,5354795,1115823,47195,0.007347329,crosswalk,241792,459041,4156,0.005965462,metal,3462561,557910,19889,0.004971527,conference_room-s,2308096,546660,11279,0.003966623,meshed,1756160,354065,23223,0.011127445
55,color,blue-c,0.055729581,blue-c,61494563,3841723,3448955,0.055729581,sky,36650987,2629027,1606367,0.04263901,screen,677188,292265,23010,0.024312082,plastic-opaque,577397,116080,3335,0.004832339,mountain_snowy-s,1793792,1340768,68986,0.022503453,bubbly,1517824,1117328,100037,0.039460537
56,texture,lacelike,0.061546212,white-c,72511065,3162686,641973,0.008556015,tree,21215516,1481855,216471,0.009629107,wheel,1513439,461509,15100,0.007704679,wallpaper,479323,240101,2802,0.003910011,forest-broadleaf-s,1216768,793217,39428,0.020008556,lacelike,1530368,1259592,161756,0.061546212
57,texture,striped,0.033078437,white-c,72511065,2288496,343333,0.004611206,bicycle,1152271,985062,15427,0.00727035,wheel,1513439,452351,19169,0.00984732,glass,2246777,485794,8990,0.003300801,airport_terminal-s,1480192,504187,8572,0.00433848,striped,2433536,445666,92190,0.033078437
58,texture,zigzagged,0.031006424,black-c,139916835,2734051,705159,0.004967807,motorbike,1440771,1231734,28660,0.010840272,wheel,1513439,529876,32012,0.01591605,metal,3462561,447025,19907,0.005117903,forest-broadleaf-s,1216768,559343,7654,0.004328067,zigzagged,1618176,741874,70976,0.031006424
59,texture,banded,0.14267724,white-c,72511065,3683672,2483310,0.03368962,windowpane,8841352,1452596,160829,0.015871619,pane,480756,234400,11504,0.016348991,glass,2246777,586337,40163,0.014380131,closet-s,990976,842833,11236,0.006164911,banded,2571520,735869,412968,0.14267724
60,texture,swirly,0.012089253,black-c,139916835,2194572,794419,0.005621539,car,5354795,902920,30484,0.004895274,wheel,1513439,374625,8162,0.004341716,metal,3462561,674672,14772,0.003583296,bar-s,765184,465096,4258,0.003473021,swirly,1605632,271830,22426,0.012089253
61,color,orange-c,0.062839991,orange-c,30348501,3706274,2013475,0.062839991,sofa,4094071,1178249,38536,0.007362933,body,1291612,362330,15844,0.009672193,food,1104928,1036150,36988,0.017579096,ocean-s,313600,589092,12517,0.01406128,polka-dotted,1705984,889658,75766,0.030067353
62,texture,crosshatched,0.060199784,green-c,63326720,3603176,421386,0.006335821,tree,21215516,1955411,337354,0.014774473,wheel,1513439,671844,35166,0.016355389,wallpaper,479323,173141,2951,0.004543404,forest-broadleaf-s,1216768,900066,39463,0.018996607,crosshatched,1743616,1353288,175847,0.060199784
63,texture,lacelike,0.016476581,black-c,139916835,2782351,1024519,0.00723149,car,5354795,1567909,52249,0.007604882,wheel,1513439,638161,19396,0.009096691,metal,3462561,400995,12805,0.003325325,skyscraper-s,4402944,812916,26368,0.005081037,lacelike,1530368,536074,33496,0.016476581
64,texture,banded,0.038160047,white-c,72511065,2580032,619787,0.008322494,windowpane,8841352,1095677,86527,0.008784019,door frame,221497,345766,5237,0.009318074,glass,2246777,671958,14880,0.005124223,closet-s,990976,687781,10074,0.006037096,banded,2571520,285321,105010,0.038160047
65,texture,lined,0.02394169,white-c,72511065,2285849,289368,0.003883741,ceiling,12122565,1001357,76891,0.005893371,headboard,500152,310750,5070,0.006291634,painted,13470129,605435,55423,0.003953099,nursery-s,827904,597176,8614,0.006081332,lined,1568000,310377,43920,0.02394169
66,color,blue-c,0.0616821,blue-c,61494563,3859178,3796952,0.0616821,sky,36650987,2848481,1944206,0.051769203,screen,677188,498103,25413,0.022100605,plastic-opaque,577397,141862,5412,0.007581457,skyscraper-s,4402944,1507984,178887,0.031208255,bubbly,1517824,886555,111654,0.048699255
67,texture,chequered,0.011676794,red-c,21004512,1946207,98632,0.004316105,motorbike,1440771,844923,11124,0.004890595,wheel,1513439,380695,10237,0.005433949,metal,3462561,454576,11097,0.002840985,anechoic_chamber-s,137984,429044,1684,0.002978717,chequered,1530368,365314,21880,0.011676794
68,texture,crosshatched,0.048399503,white-c,72511065,3516621,516887,0.006845206,bicycle,1152271,2099571,31996,0.009937121,wheel,1513439,877427,40630,0.017287626,fabric,8548746,332508,33230,0.003755641,skyscraper-s,4402944,910327,41284,0.007830824,crosshatched,1743616,829733,118799,0.048399503
69,color,white-c,0.0186047,white-c,72511065,2761671,1374848,0.0186047,sky,36650987,1385259,306177,0.008114933,shade,197478,328971,2161,0.00412178,metal,3462561,610828,20018,0.004938605,art_gallery-s,953344,750521,6373,0.003754362,chequered,1530368,299603,17339,0.009565648
70,texture,banded,0.019531163,orange-c,30348501,3593455,613190,0.018398221,floor,20378155,1593140,220464,0.010135889,arm,2299112,244475,10144,0.004004037,carpet,4405463,794456,36539,0.007076566,ball_pit-s,275968,930599,11017,0.009215006,banded,2571520,419292,57295,0.019531163
71,object,sky,0.042592955,blue-c,61494563,3120899,2184462,0.034990021,sky,36650987,2442337,1597076,0.042592955,screen,677188,125085,5560,0.006978674,glass,2246777,144833,5529,0.002317189,skyscraper-s,4402944,1321315,80918,0.014338669,banded,2571520,342993,30927,0.010725187
72,texture,meshed,0.014831801,pink-c,18491188,1545093,58225,0.002914448,motorbike,1440771,632679,9172,0.0044432,arm,2299112,291896,10231,0.00396431,paper,471596,366189,2499,0.00299179,ball_pit-s,275968,309963,1757,0.003007666,meshed,1756160,378286,31195,0.014831801
73,texture,perforated,0.03191052,white-c,72511065,1985910,336318,0.004534992,motorbike,1440771,857718,26385,0.011612585,wheel,1513439,362637,14741,0.007919585,paper,471596,252751,1862,0.002577216,liquor_store-indoor-s,125440,416997,3506,0.006505471,perforated,1793792,693877,76928,0.03191052
74,texture,veined,0.093721207,green-c,63326720,3769748,2703909,0.041991016,grass,12961339,2098122,668781,0.046473203,screen,677188,392837,6678,0.00628017,food,1104928,207539,13682,0.010534461,forest-broadleaf-s,1216768,939446,80233,0.038648234,veined,1806336,1395103,274332,0.093721207
75,texture,chequered,0.024027855,white-c,72511065,2941092,989193,0.013284362,car,5354795,1509962,45786,0.006714503,body,1291612,562262,11431,0.006204262,ceramic,679072,651633,8924,0.006751497,conference_room-s,2308096,794976,14731,0.004769875,chequered,1530368,344840,44000,0.024027855
76,texture,lacelike,0.020023323,white-c,72511065,2033653,320107,0.00431268,motorbike,1440771,1024992,21428,0.008766392,wheel,1513439,429036,17429,0.00905381,paper,471596,277894,1619,0.002164812,forest-broadleaf-s,1216768,498900,8783,0.005145631,lacelike,1530368,575004,41329,0.020023323
77,texture,swirly,0.022119856,white-c,72511065,2580904,287856,0.003848131,motorbike,1440771,1245443,21316,0.007998805,wheel,1513439,588841,31722,0.015320508,metal,3462561,606048,13541,0.003339278,bookstore-s,401408,660287,4731,0.004476028,swirly,1605632,437281,44211,0.022119856
78,color,white-c,0.042470611,white-c,72511065,3566692,3099434,0.042470611,light,350013,1542340,30372,0.016311659,shade,197478,517121,11184,0.015899576,glass,2246777,515734,53747,0.019841891,airport_terminal-s,1480192,770617,15515,0.006940921,zigzagged,1618176,758767,90870,0.039749387
79,texture,perforated,0.055071758,red-c,21004512,3526454,186432,0.007658064,skyscraper,1270392,1259259,49720,0.020048945,crosswalk,241792,318129,3541,0.006364355,plastic-opaque,577397,385292,4486,0.00468168,skyscraper-s,4402944,792846,87744,0.017177606,perforated,1793792,1376744,165493,0.055071758
80,texture,chequered,0.021802445,white-c,72511065,2672056,484362,0.006484204,motorbike,1440771,1262927,18716,0.006970624,wheel,1513439,582307,12690,0.006092011,glass,2246777,622960,12574,0.004400869,casino-indoor-s,652288,605322,5594,0.004467994,chequered,1530368,450113,42258,0.021802445
81,texture,lined,0.025185681,white-c,72511065,3280048,657218,0.00874729,car,5354795,1544604,66261,0.009697009,crosswalk,241792,605955,11732,0.014033241,metal,3462561,822251,43039,0.010146465,conference_room-s,2308096,809148,16300,0.005256464,lined,1568000,393416,48186,0.025185681
82,texture,striped,0.037454155,red-c,21004512,3311070,278681,0.011593882,ball,122639,964772,15582,0.014537767,body,1291612,416544,12008,0.007079571,metal,3462561,836217,37347,0.008763957,ball_pit-s,275968,444795,17753,0.025252841,striped,2433536,1022008,124752,0.037454155
83,texture,zigzagged,0.015282993,white-c,72511065,2878190,429843,0.005734343,person,14523849,1437535,128796,0.008134867,wheel,1513439,654201,23606,0.011010087,metal,3462561,593112,13407,0.003316704,closet-s,990976,717288,9931,0.005847499,zigzagged,1618176,450988,31147,0.015282993
84,part,eye,0.006833624,pink-c,18491188,1383565,46869,0.002363792,signboard,661129,769655,8217,0.005776178,eye,110350,277289,2631,0.006833624,glass,2246777,259988,6282,0.002512315,building_facade-s,3148544,450115,10744,0.002994497,studded,1593088,156343,6562,0.003765056
85,texture,perforated,0.00956661,white-c,72511065,2034258,422070,0.005694165,light,350013,1017802,8731,0.00642418,wheel,1513439,466533,9882,0.005016014,glass,2246777,481512,8637,0.003175774,airport_terminal-s,1480192,543472,7116,0.003528803,perforated,1793792,272068,19576,0.00956661
86,texture,swirly,0.015120341,white-c,72511065,1848098,347878,0.004700337,motorbike,1440771,937920,18664,0.007908384,wheel,1513439,424227,12613,0.006552027,paper,471596,332181,1927,0.002403193,ball_pit-s,275968,460150,3085,0.004208542,swirly,1605632,368370,29403,0.015120341
87,texture,zigzagged,0.009302147,white-c,72511065,2389323,647449,0.008719507,ground,7897548,1298412,39139,0.0042743,wheel,1513439,395772,5660,0.00297339,paper,471596,416033,2307,0.002605832,living_room-s,9621248,700063,34551,0.003358784,zigzagged,1618176,358840,18221,0.009302147
88,texture,perforated,0.033767866,white-c,72511065,2033003,277487,0.003736364,car,5354795,903271,28912,0.004641401,wheel,1513439,390671,12164,0.006429359,paper,471596,442460,2336,0.00256219,skyscraper-s,4402944,493571,14508,0.002971729,perforated,1793792,437108,72872,0.033767866
89,color,white-c,0.050774367,white-c,72511065,3720912,3683598,0.050774367,sky,36650987,2203490,1365981,0.036437338,pane,480756,188769,12089,0.018388102,glass,2246777,332365,62685,0.024910022,street-s,28111104,1161317,293270,0.010120034,grid,1682240,303250,23953,0.012211342
90,texture,perforated,0.022685398,purple-c,10857154,1521227,35388,0.002867052,light,350013,752463,8782,0.008029668,eye,110350,264557,4209,0.011354256,food,1104928,177442,3575,0.002795601,forest-broadleaf-s,1216768,407766,7589,0.004693419,perforated,1793792,377590,48166,0.022685398
91,texture,veined,0.049189873,blue-c,61494563,3848924,1962191,0.030958518,sea,2272224,2029022,86323,0.020480327,screen,677188,275965,23922,0.025743868,plastic-opaque,577397,141725,4252,0.005947935,beach-s,990976,1021832,33911,0.017136314,veined,1806336,1613874,160352,0.049189873
92,color,black-c,0.014970632,black-c,139916835,3364052,2113367,0.014970632,sofa,4094071,1422198,20085,0.003654354,frame,136341,224709,733,0.00203432,wood,9793596,653178,48624,0.004676216,skyscraper-s,4402944,713175,19403,0.003806961,chequered,1530368,278142,9992,0.005555685
93,color,orange-c,0.027499236,orange-c,30348501,3334756,901474,0.027499236,bottle,940208,1160653,15756,0.007556454,body,1291612,437305,11038,0.006425365,food,1104928,1121310,28840,0.013124614,forest-broadleaf-s,1216768,672009,36367,0.019632263,honeycombed,1555456,685799,48649,0.022187753
94,texture,chequered,0.012531977,white-c,72511065,1471926,245142,0.003324507,chair,4633108,664611,16517,0.003127508,hand,398768,276833,2076,0.003082291,paper,471596,385084,2303,0.002695531,ball_pit-s,275968,359319,1550,0.00244581,chequered,1530368,228962,21775,0.012531977
95,texture,grid,0.022617352,white-c,72511065,2386283,397613,0.005337106,windowpane,8841352,1125827,78485,0.007936842,pane,480756,465576,7152,0.007615154,glass,2246777,697593,24785,0.00848922,dining_room-s,5694976,654765,26280,0.004155952,grid,1682240,277147,43336,0.022617352
96,texture,zigzagged,0.01359289,black-c,139916835,2006762,558390,0.003949982,motorbike,1440771,1020881,11589,0.004730082,wheel,1513439,424801,13090,0.00679947,paper,471596,338162,1967,0.002435036,building_facade-s,3148544,500075,9647,0.002651023,zigzagged,1618176,391279,26948,0.01359289
97,color,red-c,0.058502613,red-c,21004512,3470558,1352718,0.058502613,motorbike,1440771,1133793,24787,0.009721242,body,1291612,536997,21321,0.011797234,food,1104928,799526,21391,0.011359684,ball_pit-s,275968,495821,10701,0.014060135,dotted,2935296,1183640,155174,0.039148163
