unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
175,scene,heliport-s,0.243243243,blue-c,61494563,3963904,1181429,0.018380265,airplane,1293178,3963904,599299,0.128666149,body,1291612,3650304,314160,0.067886034,brick,422313,62720,226,0.000466165,heliport-s,125440,451584,112896,0.243243243,,24924928,100352,100352,0.00402617
176,scene,highway-s,0.523809524,blue-c,61494563,3951360,1194994,0.018598859,road,12902886,3938816,1158740,0.073885278,wheel,1513439,878080,31511,0.013352073,fabric,8548746,12544,395,4.61E-05,highway-s,4076800,2747136,2345728,0.523809524,potholed,1580544,125440,12544,0.007407407
177,scene,home_office-s,0.287878788,black-c,139916835,3963904,907410,0.006346708,desk,916228,3198720,236645,0.061017667,screen,677188,2797312,132340,0.039597147,paper,471596,1894144,28317,0.012114624,home_office-s,1317120,1881600,715008,0.287878788,,24924928,50176,50176,0.002013085
178,scene,home_theater-s,0.266666667,red-c,21004512,3951360,234979,0.00950528,tvmonitor,1019561,1931776,234232,0.086206459,screen,677188,1191680,148700,0.086445045,glass,2246777,2145024,49751,0.011457952,home_theater-s,313600,1116416,301056,0.266666667,,24924928,37632,37632,0.001509814
179,scene,skyscraper-s,0.061643836,blue-c,61494563,3963904,696384,0.010752959,building,35246027,3901184,1629943,0.043445141,windows,68737,1969408,29325,0.014598122,fabric,8548746,25088,14101,0.001647364,skyscraper-s,4402944,3374336,451584,0.061643836,,24924928,75264,75264,0.003019628
180,scene,hospital_room-s,0.146666667,grey-c,159331282,3976448,1055328,0.006504237,bedclothes,1008092,1668352,76412,0.029388869,arm,2299112,1116416,65071,0.01942153,fabric,8548746,1655808,149701,0.014888432,hospital_room-s,225792,852992,137984,0.146666667,freckled,1555456,37632,12544,0.007936508
181,texture,potholed,0.173913043,green-c,63326720,3963904,626865,0.009403385,water,5662399,2797312,481422,0.060341509,wave,42267,790272,4600,0.005555965,metal,3462561,87808,2802,0.000789837,creek-s,577024,1392384,213248,0.121428571,potholed,1580544,1467648,451584,0.173913043
182,scene,skyscraper-s,0.092819615,blue-c,61494563,3938816,710803,0.010982304,building,35246027,3888640,2086416,0.056316181,balcony,317196,2082304,38140,0.016151709,glass,2246777,37632,83,3.63E-05,skyscraper-s,4402944,3424512,664832,0.092819615,,24924928,75264,75264,0.003019628
183,scene,hotel_room-s,0.089361702,orange-c,30348501,3951360,408987,0.012067762,bed,5899566,1103872,306855,0.045822623,headboard,500152,865536,36576,0.027519126,fabric,8548746,2772224,309478,0.028105002,hotel_room-s,2207744,1003520,263424,0.089361702,,24924928,0,0,0
184,object,house,0.119468716,green-c,63326720,3976448,606165,0.009088339,house,1833277,3926272,614654,0.119468716,roof,443437,2182656,94875,0.037481955,painted,13470129,12544,294,2.18E-05,house-s,689920,2722048,301056,0.096774194,,24924928,275968,250880,0.010055304
185,object,house,0.10762331,green-c,63326720,3951360,862309,0.012983498,house,1833277,3863552,553538,0.10762331,roof,443437,1818880,70826,0.032318636,wood,9793596,112896,2379,0.000240203,cabin-outdoor-s,213248,2420992,175616,0.071428571,,24924928,326144,326144,0.013085053
186,scene,bakery-shop-s,0.276190476,yellow-c,34166024,3963904,347207,0.009189571,case,608750,1580544,253467,0.130934737,hair,1159565,614656,14724,0.008368301,food,1104928,2558976,131230,0.037147498,bakery-shop-s,715008,965888,363776,0.276190476,sprinkled,1718528,301056,62720,0.032051282
187,scene,crevasse-s,0.191489362,blue-c,61494563,3976448,1232600,0.019187897,water,5662399,3148544,720797,0.089095673,torso,7669375,1781248,148912,0.016009098,fur,103280,175616,5652,0.020684809,crevasse-s,150528,551936,112896,0.191489362,potholed,1580544,1354752,150528,0.054054054
188,scene,mountain_snowy-s,0.219626168,blue-c,61494563,3976448,1617492,0.02533129,mountain,5469345,3186176,665108,0.083238251,clouds,116722,790272,21551,0.024339229,fur,103280,75264,2475,0.014056989,mountain_snowy-s,1793792,1480192,589568,0.219626168,marbled,1693440,1367296,112896,0.038297872
189,scene,ice_skating_rink-indoor-s,0.162601626,white-c,72511065,3976448,615544,0.00811293,grandstand,516123,3048192,146180,0.042766011,leg,2786636,1154048,37072,0.009496845,fur,103280,225792,2475,0.007578147,ice_skating_rink-indoor-s,250880,1542912,250880,0.162601626,perforated,1793792,1053696,125440,0.046082949
190,scene,ice_skating_rink-indoor-s,0.133802817,blue-c,61494563,3938816,773196,0.011957838,snow,995032,3738112,339249,0.077209173,leg,2786636,1831424,50356,0.011024357,fabric,8548746,87808,11281,0.001307901,ice_skating_rink-indoor-s,250880,1768704,238336,0.133802817,perforated,1793792,526848,50176,0.022099448
191,scene,mountain_snowy-s,0.169642857,blue-c,61494563,3951360,1833506,0.028823083,mountain,5469345,3349248,615409,0.075020748,clouds,116722,915712,25754,0.025583105,carpet,4405463,62720,6463,0.001448545,mountain_snowy-s,1793792,1492736,476672,0.169642857,crystalline,1530368,1179136,137984,0.053658537
192,scene,crevasse-s,0.275,white-c,72511065,3951360,810378,0.010711911,snow,995032,2834944,403791,0.117854407,torso,7669375,1981952,227927,0.024187342,fur,103280,388864,10003,0.020747043,crevasse-s,150528,489216,137984,0.275,crystalline,1530368,1154048,238336,0.097435897
193,object,train,0.065736083,blue-c,61494563,3976448,866156,0.01340698,train,1646804,3976448,346850,0.065736083,coach,689166,2257920,97630,0.03426268,concrete,382930,137984,559,0.001074267,industrial_area-s,137984,1705984,87808,0.05,,24924928,476672,476672,0.019124308
194,scene,building_facade-s,0.066098081,blue-c,61494563,3951360,456889,0.007030248,building,35246027,3901184,1870986,0.050192475,roof,443437,2571520,41837,0.01407175,paper,471596,12544,6,1.24E-05,building_facade-s,3148544,3123456,388864,0.066098081,,24924928,125440,112896,0.004527163
195,scene,coast-s,0.228070175,blue-c,61494563,3951360,1727583,0.027112806,sea,2272224,3951360,847917,0.157732427,cloud,129326,740096,8354,0.009701905,metal,3462561,25088,566,0.000162313,coast-s,1103872,1530368,489216,0.228070175,,24924928,200704,200704,0.00805234
196,scene,jacuzzi-indoor-s,0.196078431,grey-c,159331282,3951360,1251960,0.007726685,bathtub,583451,1931776,150353,0.063577594,lid,90429,1141504,11353,0.009301316,ceramic,679072,765184,21512,0.015120078,jacuzzi-indoor-s,526848,1768704,376320,0.196078431,crystalline,1530368,37632,12544,0.008064516
197,scene,jail_cell-s,0.195121951,grey-c,159331282,3988992,1147779,0.00707752,toilet,310112,1216768,38344,0.025759538,water tank,81859,627200,13208,0.018981075,tile,3959469,1204224,60403,0.01183609,jail_cell-s,238336,990976,200704,0.195121951,grid,1682240,351232,137984,0.072796029
198,texture,frilly,0.103225806,green-c,63326720,3988992,1717367,0.026180035,plant,3760075,3462144,487290,0.072352656,pot,422616,840448,5711,0.004542082,wood,9793596,112896,7977,0.000805878,creek-s,577024,1793792,175616,0.08,frilly,1618176,526848,200704,0.103225806
199,scene,shoe_shop-s,0.122137405,orange-c,30348501,3988992,302355,0.008883613,case,608750,1806336,118396,0.05155071,shop window,233888,689920,12837,0.014091557,ceramic,679072,1379840,20704,0.010157943,shoe_shop-s,577024,1266944,200704,0.122137405,studded,1593088,953344,188160,0.079787234
200,scene,junkyard-s,0.256410256,black-c,139916835,3963904,1024380,0.007170699,car,5354795,3600128,728513,0.088557828,wheel,1513439,2872576,160761,0.038047653,foliage,30325,413952,4701,0.010694396,junkyard-s,125440,489216,125440,0.256410256,freckled,1555456,451584,37632,0.01910828
201,scene,kasbah-s,0.081081081,blue-c,61494563,3951360,643429,0.009929078,building,35246027,3612672,1197463,0.031795637,roof,443437,953344,4954,0.00355935,leather,470954,75264,5171,0.009557395,kasbah-s,188160,2320640,188160,0.081081081,potholed,1580544,664832,50176,0.022857143
202,scene,kennel-indoor-s,0.205882353,grey-c,159331282,3951360,994451,0.006127686,dog,3793935,3851008,731119,0.105747413,head,4946761,3437056,452581,0.057063111,carpet,4405463,727552,34119,0.006691449,kennel-indoor-s,163072,351232,87808,0.205882353,grid,1682240,112896,25088,0.014173627
203,scene,playroom-s,0.152941176,yellow-c,34166024,3951360,298996,0.007906101,plaything,385803,2533888,56760,0.019825836,top,381885,1655808,29362,0.0146201,carpet,4405463,1580544,53073,0.00894549,playroom-s,514304,1944320,326144,0.152941176,dotted,2935296,351232,213248,0.069387755
204,scene,kitchen-s,0.059722222,orange-c,30348501,3938816,314891,0.009269017,stove,359571,577024,40710,0.0454411,drawer,540514,577024,16496,0.014982171,wood,9793596,3311616,190909,0.014782757,kitchen-s,9006592,564480,539392,0.059722222,,24924928,0,0,0
205,scene,beach-s,0.243421053,blue-c,61494563,3951360,1586314,0.024840647,sea,2272224,3938816,663183,0.119538589,cloud,129326,1179136,5741,0.00440693,wood,9793596,37632,391,3.98E-05,beach-s,990976,1379840,464128,0.243421053,potholed,1580544,137984,12544,0.007352941
206,scene,lake-natural-s,0.22,blue-c,61494563,3926272,879442,0.013626015,water,5662399,3901184,1416291,0.173835797,torso,7669375,2170112,103112,0.010590389,wood,9793596,125440,19321,0.001951672,lake-natural-s,551936,978432,275968,0.22,sprinkled,1718528,125440,12544,0.006849315
207,scene,rubble-s,0.163934426,purple-c,10857154,3963904,98052,0.006659781,earth,4188226,2395904,224981,0.035379105,torso,7669375,1317120,58879,0.006595154,cardboard,114873,238336,709,0.002011348,rubble-s,125440,765184,125440,0.163934426,porous,1856512,1856512,213248,0.0609319
208,scene,landing_deck-s,0.419354839,blue-c,61494563,3951360,1041076,0.01616456,airplane,1293178,3951360,532634,0.113040079,body,1291612,3336704,281396,0.064734571,brick,422313,50176,226,0.000478547,landing_deck-s,338688,765184,326144,0.419354839,,24924928,87808,87808,0.003522899
209,scene,utility_room-s,0.27,grey-c,159331282,3951360,1251332,0.007722779,washer,211900,1304576,169728,0.126028032,drawer,540514,965888,10009,0.006688751,tile,3959469,2408448,78456,0.012474201,utility_room-s,413952,1179136,338688,0.27,spiralled,1605632,37632,12544,0.007692308
210,scene,fairway-s,0.147727273,green-c,63326720,3951360,2126860,0.032644976,grass,12961339,3825920,1786033,0.119059136,torso,7669375,2759680,234836,0.023036193,foliage,30325,288512,4701,0.014964856,fairway-s,288512,978432,163072,0.147727273,matted,1593088,313600,75264,0.04109589
211,scene,conference_room-s,0.204022989,red-c,21004512,3963904,197436,0.007970456,seat,1488057,3675392,267344,0.054603404,top,381885,1455104,31686,0.017551624,paper,471596,740096,5956,0.004939721,conference_room-s,2308096,2947840,890624,0.204022989,,24924928,250880,238336,0.009557344
212,scene,conference_room-s,0.221212121,red-c,21004512,3988992,286932,0.01161359,seat,1488057,3549952,291392,0.061389406,top,381885,1016064,7186,0.005166948,paper,471596,840448,3929,0.003003559,conference_room-s,2308096,2747136,915712,0.221212121,,24924928,351232,338688,0.013581489
213,scene,bookstore-s,0.153333333,brown-c,182265724,3938816,1189582,0.006429653,bookcase,521264,2709504,300269,0.102463437,top,381885,1154048,15698,0.010326035,fabric,8548746,1718528,54907,0.00537652,bookstore-s,401408,1768704,288512,0.153333333,,24924928,163072,163072,0.006542526
214,scene,building_facade-s,0.115473441,blue-c,61494563,3976448,595700,0.00918223,building,35246027,3876096,2031519,0.054771796,column,193649,2170112,49566,0.021418247,metal,3462561,62720,607,0.000172215,building_facade-s,3148544,2910208,627200,0.115473441,,24924928,200704,200704,0.00805234
215,scene,lighthouse-s,0.280487805,blue-c,61494563,3938816,1375367,0.021470648,sea,2272224,3813376,463310,0.082405924,wave,42267,865536,16864,0.018928344,metal,3462561,75264,748,0.000211474,lighthouse-s,589568,2044672,577024,0.280487805,,24924928,351232,338688,0.013581489
216,scene,living_room-s,0.125158028,brown-c,182265724,3976448,1244417,0.00672666,sofa,4094071,1843968,238788,0.041898137,back pillow,282308,1593088,42766,0.023335862,carpet,4405463,2922752,96396,0.013329427,living_room-s,9621248,1542912,1241856,0.125158028,,24924928,0,0,0
217,scene,weighbridge-s,0.069444444,grey-c,159331282,3963904,1270346,0.00784044,train,1646804,3650304,154526,0.03004833,coach,689166,2596608,82709,0.02582183,concrete,382930,188160,8184,0.01453884,weighbridge-s,263424,1668352,125440,0.069444444,grooved,1505280,376320,62720,0.034482759
218,scene,lobby-s,0.153846154,orange-c,30348501,3938816,295317,0.008687838,armchair,1043460,1931776,56894,0.019495316,back pillow,282308,965888,27484,0.022514729,granite,1315719,1931776,30631,0.009522007,lobby-s,815360,1630720,326144,0.153846154,,24924928,75264,75264,0.003019628
219,scene,harbor-s,0.105263158,blue-c,61494563,3951360,644051,0.009938772,boat,1245134,3763200,377550,0.081530471,head,4946761,1016064,33791,0.005699242,metal,3462561,62720,592,0.000167958,harbor-s,301056,1016064,125440,0.105263158,,24924928,639744,614656,0.024635495
220,scene,closet-s,0.227272727,yellow-c,34166024,3976448,313353,0.008283381,wardrobe,837414,1743616,180060,0.07499469,drawer,540514,715008,13069,0.010518708,tile,3959469,1467648,50350,0.009364363,closet-s,990976,1379840,439040,0.227272727,,24924928,275968,225792,0.009040683
221,scene,mansion-s,0.06779661,blue-c,61494563,3976448,613273,0.009455664,house,1833277,3838464,250365,0.04618108,column,193649,2082304,43621,0.019540552,concrete,382930,25088,362,0.000888004,mansion-s,238336,2922752,200704,0.06779661,crosshatched,1743616,150528,12544,0.006666667
222,scene,house-s,0.106598985,green-c,63326720,3938816,591208,0.008867101,house,1833277,3851008,451236,0.086228124,roof,443437,2119936,35850,0.014183847,ceramic,679072,175616,417,0.000488135,house-s,689920,2044672,263424,0.106598985,,24924928,301056,301056,0.01207851
223,scene,bakery-shop-s,0.155913978,yellow-c,34166024,3951360,274421,0.007251573,case,608750,2621696,189207,0.062213789,arm,2299112,689920,7013,0.002351762,food,1104928,1781248,68166,0.02418941,bakery-shop-s,715008,1981952,363776,0.155913978,bumpy,2082304,413952,50176,0.020512821
224,scene,market-outdoor-s,0.152380952,red-c,21004512,3963904,207695,0.008388084,sales booth,171086,1869056,79968,0.040796378,pot,422616,752640,8288,0.007102166,food,1104928,2220288,117286,0.036561272,market-outdoor-s,363776,1154048,200704,0.152380952,bumpy,2082304,727552,263424,0.103448276
225,scene,marsh-s,0.164383562,green-c,63326720,3951360,950802,0.014335007,water,5662399,3913728,1157856,0.137540832,torso,7669375,2182656,127563,0.013117736,wood,9793596,163072,14610,0.001469515,marsh-s,188160,878080,150528,0.164383562,matted,1593088,175616,37632,0.02173913
226,scene,martial_arts_gym-s,0.134020619,red-c,21004512,3926272,196616,0.007949166,person,14523849,2834944,521664,0.030982954,leg,2786636,1593088,81662,0.018999726,fabric,8548746,1128960,64301,0.006688681,martial_arts_gym-s,188160,1191680,163072,0.134020619,,24924928,439040,388864,0.015570065
227,scene,cemetery-s,0.075,blue-c,61494563,3976448,706174,0.010903664,building,35246027,3650304,1075626,0.028440136,column,193649,1116416,29363,0.02292727,concrete,382930,75264,142,0.000310008,cemetery-s,250880,2446080,188160,0.075,interlaced,1630720,602112,62720,0.028901734
228,scene,alley-s,0.270386266,grey-c,159331282,3976448,1058985,0.006526923,building,35246027,3462144,1688930,0.045623032,balcony,317196,1768704,15838,0.007650979,brick,422313,614656,27645,0.027389619,alley-s,1091328,2621696,790272,0.270386266,cracked,1593088,125440,12544,0.007352941
229,scene,staircase-s,0.305084746,brown-c,182265724,3976448,1183452,0.006395008,stairway,494268,1367296,126578,0.072956208,riser,23757,464128,11318,0.023749022,painted,13470129,1304576,94626,0.006445878,staircase-s,865536,1066240,451584,0.305084746,,24924928,125440,125440,0.005032713
230,scene,castle-s,0.091346154,green-c,63326720,3951360,795022,0.011958265,water,5662399,3863552,672966,0.076015717,cloud,129326,777728,10230,0.01140692,wood,9793596,37632,802,8.16E-05,castle-s,865536,1981952,238336,0.091346154,,24924928,489216,451584,0.018090452
231,scene,tower-s,0.082251082,blue-c,61494563,3951360,949889,0.014727867,building,35246027,3813376,1242874,0.032865893,column,193649,1505280,12925,0.007666055,paper,471596,62720,74,0.000138514,tower-s,489216,2646784,238336,0.082251082,,24924928,301056,301056,0.01207851
232,scene,street-s,0.048957003,blue-c,61494563,3963904,746452,0.011534983,road,12902886,3901184,606551,0.037447155,balcony,317196,2483712,19616,0.007052837,paper,471596,37632,4,7.86E-06,street-s,28111104,2797312,1442560,0.048957003,,24924928,288512,250880,0.010050251
233,scene,mountain-s,0.217573222,blue-c,61494563,3976448,935659,0.014498395,mountain,5469345,3549952,1241583,0.159633409,cloud,129326,514304,10000,0.015782081,fabric,8548746,25088,176,2.05E-05,mountain-s,1166592,2483712,652288,0.217573222,stratified,1568000,852992,263424,0.122093023
234,scene,mountain-s,0.132701422,green-c,63326720,3976448,878310,0.01322261,mountain,5469345,3675392,786498,0.09409853,wheel,1513439,1279488,35323,0.012809308,foliage,30325,87808,2018,0.017379322,mountain-s,1166592,1831424,351232,0.132701422,stratified,1568000,464128,75264,0.038461538
235,scene,mountain_snowy-s,0.515384615,blue-c,61494563,3963904,1721841,0.027014938,mountain,5469345,3938816,1606997,0.205994516,clouds,116722,564480,18914,0.028558573,wood,9793596,25088,1877,0.000191203,mountain_snowy-s,1793792,3148544,1680896,0.515384615,,24924928,301056,275968,0.011060835
236,scene,auditorium-s,0.238993711,red-c,21004512,3976448,344843,0.013997457,seat,1488057,3123456,417346,0.099506291,screen,677188,928256,103248,0.068731377,fabric,8548746,928256,58891,0.006252952,auditorium-s,489216,1981952,476672,0.238993711,woven,1781248,225792,25088,0.012658228
237,scene,art_gallery-s,0.375886525,brown-c,182265724,3951360,1204858,0.006512316,painting,2207098,2546432,210670,0.04637387,wheel,1513439,1317120,39320,0.014086934,glass,2246777,740096,15461,0.00520325,art_gallery-s,953344,1480192,664832,0.375886525,interlaced,1630720,501760,137984,0.06918239
238,scene,building_facade-s,0.061926606,blue-c,61494563,3963904,824752,0.012760399,building,35246027,3763200,1675218,0.044871099,column,193649,1680896,50765,0.027835046,glass,2246777,25088,56,2.46E-05,building_facade-s,3148544,2659328,338688,0.061926606,,24924928,275968,275968,0.011071968
239,scene,music_studio-s,0.225352113,black-c,139916835,3976448,1413411,0.009920075,tvmonitor,1019561,2596608,127841,0.036648217,screen,677188,2094848,101449,0.037987529,paper,471596,1944320,15597,0.006497886,music_studio-s,275968,815360,200704,0.225352113,,24924928,263424,225792,0.009045226
240,scene,natural_history_museum-s,0.145833333,brown-c,182265724,3951360,1342251,0.007260323,cat,4163987,2333184,292434,0.047130765,head,4946761,1680896,149893,0.02313962,food,1104928,740096,14060,0.007679015,natural_history_museum-s,125440,564480,87808,0.145833333,striped,2433536,727552,112896,0.037037037
241,scene,nursery-s,0.345238095,pink-c,18491188,3963904,216253,0.009724114,cradle,157375,2370816,146725,0.061611209,drawer,540514,1655808,30669,0.014161549,carpet,4405463,1580544,58707,0.00990451,nursery-s,827904,2007040,727552,0.345238095,dotted,2935296,50176,37632,0.012765957
242,object,person,0.054997904,pink-c,18491188,3988992,199172,0.008939093,person,14523849,2320640,878117,0.054997904,arm,2299112,2345728,158976,0.035439327,fabric,8548746,2032128,149356,0.014317763,dentists_office-s,301056,200704,25088,0.052631579,freckled,1555456,100352,12544,0.007633588
243,object,house,0.065927239,green-c,63326720,3963904,754668,0.011342258,house,1833277,3938816,357002,0.065927239,roof,443437,1806336,110553,0.051679117,wood,9793596,37632,226,2.30E-05,oast_house-s,150528,2696960,150528,0.055813953,,24924928,225792,213248,0.008551308
244,scene,beach-s,0.322580645,blue-c,61494563,3976448,1471747,0.022996311,sea,2272224,3951360,853043,0.158837443,wave,42267,1392384,32989,0.023535631,fabric,8548746,50176,398,4.63E-05,beach-s,990976,1580544,627200,0.322580645,,24924928,250880,225792,0.009049774
245,scene,office-s,0.331818182,black-c,139916835,3938816,902623,0.006314123,desk,916228,3549952,259648,0.061724955,screen,677188,3035648,133357,0.037255981,paper,471596,1618176,34463,0.016767795,office-s,1542912,2132480,915712,0.331818182,,24924928,150528,150528,0.006039255
246,scene,skyscraper-s,0.210227273,blue-c,61494563,3926272,947730,0.014699618,skyscraper,1270392,3838464,472036,0.101801666,windows,68737,1304576,22735,0.016833533,glass,2246777,12544,56,2.48E-05,skyscraper-s,4402944,3612672,1392384,0.210227273,grid,1682240,87808,25088,0.014377407
247,scene,office-s,0.316964286,black-c,139916835,3938816,854184,0.005973253,desk,916228,3524864,242236,0.057690952,screen,677188,2860032,119786,0.035051445,paper,471596,1492736,28662,0.014807276,office-s,1542912,2157568,890624,0.316964286,,24924928,313600,313600,0.012581782
248,scene,landing_deck-s,0.160493827,blue-c,61494563,3963904,1380361,0.021541851,boat,1245134,3926272,474337,0.100985742,clouds,116722,840448,4203,0.004410436,wood,9793596,37632,4413,0.000449077,landing_deck-s,338688,840448,163072,0.160493827,,24924928,439040,439040,0.017614494
249,scene,hospital_room-s,0.153846154,grey-c,159331282,3951360,1032562,0.006364015,bedclothes,1008092,1818880,63774,0.023079779,arm,2299112,1154048,33299,0.009736945,tile,3959469,1680896,40649,0.007259118,hospital_room-s,225792,1091328,175616,0.153846154,freckled,1555456,150528,12544,0.007407407
250,scene,orchard-s,0.118811881,green-c,63326720,3951360,1519407,0.023105804,tree,21215516,3386880,1230802,0.052662305,torso,7669375,1580544,75249,0.008201821,food,1104928,100352,4095,0.003409133,orchard-s,150528,1266944,150528,0.118811881,veined,1806336,790272,100352,0.040201005
251,scene,auditorium-s,0.208955224,red-c,21004512,3951360,399549,0.016270718,seat,1488057,3198720,370192,0.085760387,arm,2299112,1204224,41792,0.012073225,fabric,8548746,890624,33899,0.003604179,auditorium-s,489216,1542912,351232,0.208955224,,24924928,338688,301056,0.012060302
252,texture,zigzagged,0.116751269,blue-c,61494563,3976448,534219,0.008226754,temple,66925,2496256,66925,0.026810151,roof,443437,865536,10328,0.007952905,concrete,382930,225792,3158,0.005214973,temple-east_asia-s,150528,1655808,150528,0.090909091,zigzagged,1618176,1141504,288512,0.116751269
253,scene,castle-s,0.132841328,blue-c,61494563,3988992,760700,0.01175319,building,35246027,3813376,1531871,0.040819924,column,193649,1630720,28939,0.016118144,concrete,382930,50176,362,0.000836522,castle-s,865536,2985472,451584,0.132841328,zigzagged,1618176,238336,25088,0.01369863
254,scene,pantry-s,0.307692308,orange-c,30348501,3963904,270718,0.007952544,pantry,98680,965888,65503,0.065564303,drawer,540514,664832,14546,0.012215317,wood,9793596,2872576,162335,0.012982815,pantry-s,413952,865536,301056,0.307692308,,24924928,0,0,0
255,scene,park-s,0.246987952,green-c,63326720,3963904,1405762,0.021336646,tree,21215516,3888640,1279539,0.053706593,wheel,1513439,2458624,73572,0.018871917,metal,3462561,238336,2384,0.000644583,park-s,1179136,1417472,514304,0.246987952,flecked,1580544,150528,12544,0.00729927
256,scene,parking_garage-indoor-s,0.201834862,black-c,139916835,3963904,1199546,0.008407177,car,5354795,3462144,642844,0.078644058,wheel,1513439,2270464,76153,0.020538871,concrete,382930,451584,11831,0.014380995,parking_garage-indoor-s,288512,1354752,275968,0.201834862,,24924928,413952,401408,0.016096579
257,scene,street-s,0.078719723,grey-c,159331282,3963904,1240065,0.007652119,building,35246027,3901184,1646000,0.043891916,windows,68737,2659328,29318,0.01086356,concrete,382930,12544,788,0.001996524,street-s,28111104,3173632,2283008,0.078719723,striped,2433536,75264,37632,0.015228426
258,object,car,0.114091618,blue-c,61494563,3976448,481274,0.007405385,car,5354795,3901184,947884,0.114091618,wheel,1513439,3173632,100205,0.021846071,foliage,30325,137984,4701,0.028733314,parking_lot-s,501760,1580544,200704,0.106666667,potholed,1580544,125440,25088,0.014925373
259,scene,pasture-s,0.229885057,green-c,63326720,3963904,1520645,0.023120655,grass,12961339,3963904,1678809,0.110111584,torso,7669375,3261440,419473,0.039906703,wood,9793596,188160,5255,0.000526738,pasture-s,852992,489216,250880,0.229885057,,24924928,75264,75264,0.003019628
260,scene,balcony-interior-s,0.145299145,green-c,63326720,3988992,541607,0.008111033,chair,4633108,3161088,214719,0.028328999,back,593570,1630720,23944,0.010881925,glass,2246777,1166592,18623,0.00548583,balcony-interior-s,464128,1216768,213248,0.145299145,,24924928,313600,301056,0.012072435
261,scene,gazebo-exterior-s,0.166666667,green-c,63326720,3926272,859871,0.012951206,tree,21215516,3700480,518263,0.021242261,roof,443437,1417472,47205,0.026026849,food,1104928,313600,4088,0.00289019,gazebo-exterior-s,363776,2094848,351232,0.166666667,,24924928,514304,514304,0.020634122
262,scene,supermarket-s,0.192307692,purple-c,10857154,3963904,93000,0.006314478,cat,4163987,3888640,980346,0.138618078,head,4946761,3411968,522780,0.066715595,fabric,8548746,1041152,103108,0.010868587,supermarket-s,388864,388864,125440,0.192307692,waffled,1555456,175616,12544,0.00729927
263,scene,supermarket-s,0.12244898,yellow-c,34166024,3988992,224246,0.005911981,shelf,1919975,2646784,295769,0.069250689,shop window,233888,1191680,31317,0.022461522,tile,3959469,1480192,23759,0.004386896,supermarket-s,388864,1680896,225792,0.12244898,,24924928,401408,401408,0.01610468
264,scene,street-s,0.03849481,grey-c,159331282,3951360,1108151,0.006833078,sidewalk,4001057,2960384,181806,0.026816488,pane,480756,1994496,16843,0.006851179,tile,3959469,589568,24403,0.005393364,street-s,28111104,2007040,1116416,0.03849481,grid,1682240,175616,12544,0.006797766
265,scene,auto_mechanics-indoor-s,0.102564103,black-c,139916835,3938816,877204,0.006135218,tvmonitor,1019561,1467648,72404,0.029983373,screen,677188,1241856,48052,0.025682633,metal,3462561,2747136,65483,0.010657669,auto_mechanics-indoor-s,125440,413952,50176,0.102564103,,24924928,301056,301056,0.01207851
266,scene,park-s,0.216216216,green-c,63326720,3988992,1366230,0.020716311,tree,21215516,3913728,1218406,0.050956223,leg,2786636,1818880,46346,0.010165447,granite,1315719,363776,1756,0.001046647,park-s,1179136,1643264,501760,0.216216216,,24924928,213248,213248,0.008555611
267,scene,harbor-s,0.290322581,blue-c,61494563,3951360,1029908,0.015988384,boat,1245134,3901184,495865,0.106627247,clouds,116722,1179136,7603,0.005901782,wood,9793596,200704,12584,0.001260705,harbor-s,301056,702464,225792,0.290322581,,24924928,589568,564480,0.022624434
268,scene,bakery-shop-s,0.111111111,orange-c,30348501,3988992,414429,0.012216733,case,608750,627200,43407,0.036398688,hair,1159565,551936,16581,0.009782763,food,1104928,3374336,158230,0.03661855,bakery-shop-s,715008,163072,87808,0.111111111,waffled,1555456,301056,163072,0.096296296
269,scene,playground-s,0.309734513,green-c,63326720,3951360,866462,0.013046844,grass,12961339,3474688,417375,0.026055563,wheel,1513439,1931776,48988,0.014424242,concrete,382930,388864,4649,0.006060132,playground-s,439040,1417472,439040,0.309734513,spiralled,1605632,464128,112896,0.057692308
270,scene,playroom-s,0.217391304,red-c,21004512,3951360,203533,0.008222778,plaything,385803,1981952,69567,0.03027037,safety side,15966,1317120,10694,0.008086861,carpet,4405463,2019584,74743,0.011769988,playroom-s,514304,1593088,376320,0.217391304,dotted,2935296,87808,87808,0.02991453
271,scene,street-s,0.076593924,blue-c,61494563,3951360,549320,0.008464542,sidewalk,4001057,3901184,323473,0.042681475,crosswalk,241792,2433536,61453,0.023510306,fabric,8548746,25088,237,2.76E-05,street-s,28111104,3449600,2245376,0.076593924,,24924928,75264,75264,0.003019628
272,object,water,0.143721686,green-c,63326720,3951360,1040286,0.015705324,water,5662399,3800832,1189163,0.143721686,torso,7669375,1894144,115398,0.012213857,wood,9793596,100352,13122,0.001328027,lake-natural-s,551936,1091328,150528,0.100840336,potholed,1580544,313600,87808,0.048611111
