unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
50,object,person,0.009518199,black-c,139916835,2188036,572504,0.004045039,person,14523849,1007748,146439,0.009518199,leg,2786636,452464,27538,0.008574644,fabric,8548746,471373,25932,0.002883196,art_studio-s,1229312,480048,5851,0.003434675,honeycombed,1555456,317598,16257,0.0087554
51,texture,studded,0.01058771,red-c,21004512,2253020,109882,0.004747005,person,14523849,1212774,80710,0.005155241,hand,398768,429779,7217,0.008786967,metal,3462561,442829,13019,0.003344748,skyscraper-s,4402944,651403,20387,0.004049893,studded,1593088,181025,18587,0.01058771
52,material,metal,0.006783657,yellow-c,34166024,2361576,127486,0.003502352,bed,5899566,1132700,38959,0.005570898,headboard,500152,306437,4267,0.005318314,metal,3462561,575463,27208,0.006783657,shoe_shop-s,577024,629004,5747,0.004788045,studded,1593088,192224,8324,0.004684331
53,object,painting,0.012586003,red-c,21004512,2657228,93106,0.00395042,painting,2207098,1170655,41984,0.012586003,wheel,1513439,468187,17449,0.008883619,glass,2246777,753088,23963,0.008052348,kitchen-s,9006592,691668,46585,0.004826623,swirly,1605632,198031,21930,0.012308241
54,object,skyscraper,0.010060965,purple-c,10857154,2016430,42054,0.003277396,skyscraper,1270392,1058047,23193,0.010060965,hand,398768,317426,3294,0.004620564,glass,2246777,284710,7039,0.002788332,skyscraper-s,4402944,637107,49556,0.009930077,interlaced,1630720,281442,12576,0.00662039
55,texture,zigzagged,0.019313159,red-c,21004512,2423839,300896,0.013010338,signboard,661129,1012635,10483,0.006302603,body,1291612,377646,11263,0.006793145,food,1104928,637510,22440,0.013046527,ball_pit-s,275968,537104,4960,0.006137763,zigzagged,1618176,350608,37303,0.019313159
56,part,wheel,0.006349255,white-c,72511065,1773564,203755,0.00275044,painting,2207098,830883,17684,0.005855053,wheel,1513439,324196,11594,0.006349255,glass,2246777,406580,13378,0.005067465,dining_room-s,5694976,435688,22001,0.003601606,fibrous,1831424,154024,7865,0.003977077
57,texture,striped,0.010481798,white-c,72511065,1688543,251140,0.003396149,motorbike,1440771,719361,6217,0.002886372,eye,110350,239962,1751,0.005023511,glass,2246777,305791,6509,0.0025565,skyscraper-s,4402944,371564,13687,0.002874924,striped,2433536,390122,29290,0.010481798
58,texture,studded,0.007553564,black-c,139916835,1845379,437779,0.003097688,motorbike,1440771,767502,9079,0.004128331,arm,2299112,287277,9658,0.00374816,metal,3462561,426803,11873,0.003062032,conference_room-s,2308096,385846,7304,0.002718639,studded,1593088,281278,14052,0.007553564
59,texture,cobwebbed,0.062597542,yellow-c,34166024,2523207,166819,0.004567579,road,12902886,1008248,95069,0.006881048,crosswalk,241792,299437,4682,0.008726169,metal,3462561,483873,33202,0.008484547,auditorium-s,489216,555412,6667,0.00642317,cobwebbed,1505280,593127,123617,0.062597542
60,part,arm,0.006575459,red-c,21004512,2530097,153235,0.006553721,person,14523849,1264968,95494,0.006085008,arm,2299112,438429,17883,0.006575459,skin,177664,620669,2782,0.003496947,conference_room-s,2308096,681428,12009,0.004033229,cobwebbed,1505280,162831,5417,0.003257966
61,color,purple-c,0.02203226,purple-c,10857154,2899761,296562,0.02203226,person,14523849,1577072,150796,0.009454221,arm,2299112,616255,18798,0.006489747,fabric,8548746,561198,52544,0.005801223,dining_room-s,5694976,868197,32522,0.004979902,frilly,1618176,367785,18264,0.009281917
62,texture,perforated,0.042978572,white-c,72511065,2331654,374665,0.005031218,airplane,1293178,888797,12373,0.005702889,body,1291612,247268,14306,0.009383605,ceramic,679072,343489,4413,0.00433434,skyscraper-s,4402944,504867,18768,0.003838788,perforated,1793792,727252,103886,0.042978572
63,material,painted,0.007800378,white-c,72511065,2167742,322770,0.004340871,wall,48917895,966667,287968,0.005806205,top,381885,198543,2371,0.004101672,painted,13470129,528445,108349,0.007800378,conference_room-s,2308096,569143,12508,0.004366204,chequered,1530368,125604,4145,0.002509343
64,scene,ball_pit-s,0.059952434,red-c,21004512,3239106,683053,0.028991368,ball,122639,1229135,34558,0.026235636,body,1291612,587291,23801,0.012830022,food,1104928,711779,17237,0.009578932,ball_pit-s,275968,501293,43963,0.059952434,banded,2571520,847800,117317,0.035529041
65,texture,interlaced,0.009656576,black-c,139916835,1957059,488554,0.003455478,track,493725,948576,4312,0.002998632,wheel,1513439,237408,5316,0.003045492,carpet,4405463,311412,15126,0.003217101,mountain_snowy-s,1793792,498609,6918,0.003026931,interlaced,1630720,364843,19086,0.009656576
66,texture,chequered,0.004455472,pink-c,18491188,1709142,67224,0.003338978,floor,20378155,791769,79023,0.003746782,arm,2299112,234913,9753,0.003863688,metal,3462561,416304,16027,0.004149022,living_room-s,9621248,434568,29020,0.002894245,chequered,1530368,144449,7429,0.004455472
67,color,black-c,0.020417723,black-c,139916835,3176330,2863177,0.020417723,person,14523849,999521,101726,0.006596314,hair,1159565,489469,12213,0.007461415,leather,470954,788104,6365,0.005081053,bar-s,765184,314396,10956,0.010252437,spiralled,1605632,472960,35693,0.01747174
68,texture,zigzagged,0.004696793,black-c,139916835,1497913,356333,0.002526138,light,350013,787642,4760,0.004201625,stern,184796,213970,1600,0.004028542,paper,471596,297930,2117,0.002758633,building_facade-s,3148544,466699,9424,0.002613553,zigzagged,1618176,124131,8145,0.004696793
69,texture,grid,0.043662771,white-c,72511065,2095111,324138,0.004363612,windowpane,8841352,825892,82121,0.008567548,wheel,1513439,218741,18211,0.010625046,glass,2246777,247663,16121,0.006504812,airport_terminal-s,1480192,471455,9033,0.00464992,grid,1682240,696639,99523,0.043662771
70,texture,dotted,0.007160179,pink-c,18491188,1502590,58472,0.002933088,table,4805122,786542,21171,0.003800561,seat cushion,340448,240220,3139,0.005435225,food,1104928,308590,5447,0.003868413,ball_pit-s,275968,426085,2558,0.003656924,dotted,2935296,176695,22124,0.007160179
71,texture,studded,0.027950626,red-c,21004512,2122869,91684,0.003980084,light,350013,998180,16294,0.01223366,eye,110350,380486,7756,0.016055312,glass,2246777,344348,11930,0.004625474,casino-indoor-s,652288,564870,6518,0.005383929,studded,1593088,279432,50915,0.027950626
72,texture,chequered,0.014286507,white-c,72511065,1841979,351658,0.004752046,door,5745972,809211,22667,0.003469873,pane,480756,227158,2866,0.004064971,metal,3462561,392521,14570,0.003793765,bow_window-outdoor-s,288512,452457,3623,0.004913568,chequered,1530368,242192,24967,0.014286507
73,texture,honeycombed,0.008909173,pink-c,18491188,1996388,79888,0.003914603,person,14523849,900182,59899,0.003898626,arm,2299112,274382,11828,0.004617308,fabric,8548746,448995,30927,0.003449051,living_room-s,9621248,478258,32503,0.003228667,honeycombed,1555456,237987,15837,0.008909173
74,part,wheel,0.008263107,yellow-c,34166024,1966611,122918,0.003413468,painting,2207098,941482,18959,0.006057922,wheel,1513439,329671,15105,0.008263107,glass,2246777,444782,14049,0.005247039,bookstore-s,401408,508333,3262,0.003598539,chequered,1530368,209648,10336,0.005975672
75,texture,dotted,0.033156356,pink-c,18491188,2377942,94437,0.004545771,car,5354795,1034781,90421,0.014354465,wheel,1513439,579701,56222,0.027601504,food,1104928,454310,7131,0.0045944,ball_pit-s,275968,485367,4757,0.006287521,dotted,2935296,453337,108749,0.033156356
76,texture,paisley,0.015915974,red-c,21004512,2376115,207637,0.008960302,bus,1628191,1217867,26990,0.009574086,wheel,1513439,528947,16698,0.008243125,paper,471596,535886,4516,0.004502645,ball_pit-s,275968,660025,8134,0.008766418,paisley,1555456,220102,27817,0.015915974
77,texture,perforated,0.042549077,pink-c,18491188,2121845,91763,0.004471604,signboard,661129,935047,14509,0.009173233,eye,110350,388905,9235,0.01884617,paper,471596,290363,3636,0.004794791,kitchen-s,9006592,542971,37262,0.003917244,perforated,1793792,395241,89340,0.042549077
78,texture,banded,0.054490467,white-c,72511065,2837546,630072,0.008432606,curtain,3110939,1163509,47979,0.011352029,frame,136341,320314,4582,0.010135531,glass,2246777,549458,17106,0.006155166,closet-s,990976,692937,19593,0.011772376,banded,2571520,436800,155454,0.054490467
79,part,hair,0.009669249,black-c,139916835,2845904,618579,0.004351772,cat,4163987,1213438,37730,0.007065947,hair,1159565,403090,14965,0.009669249,metal,3462561,716746,27137,0.006535619,kitchen-s,9006592,629546,34123,0.003553733,freckled,1555456,220204,12555,0.00712096
80,object,shelf,0.010489494,red-c,21004512,1939225,86731,0.003794504,shelf,1919975,1027348,30595,0.010489494,wheel,1513439,323638,16295,0.008949451,metal,3462561,317832,12821,0.003402987,bookstore-s,401408,615572,7230,0.007160188,perforated,1793792,213306,18031,0.009065054
81,texture,perforated,0.068766891,yellow-c,34166024,2394053,172150,0.004730965,airplane,1293178,961763,12834,0.00572408,drawer,540514,229983,18765,0.024962354,tile,3959469,333306,18797,0.00439801,kitchen-s,9006592,599755,53502,0.005600635,perforated,1793792,538314,150053,0.068766891
82,texture,perforated,0.005708003,orange-c,30348501,1931280,134075,0.004170853,table,4805122,917325,21564,0.003782572,hand,398768,255821,2096,0.003212295,ceramic,679072,434836,3894,0.003508064,building_facade-s,3148544,532564,12557,0.003422877,perforated,1793792,217799,11417,0.005708003
83,color,red-c,0.018214261,red-c,21004512,3103576,431256,0.018214261,motorbike,1440771,1406004,31638,0.011238529,wheel,1513439,659463,20552,0.009548633,fabric,8548746,834054,56112,0.006016284,ball_pit-s,275968,649057,6426,0.006995435,dotted,2935296,303781,37390,0.011678218
84,object,skyscraper,0.021297198,orange-c,30348501,2402215,173828,0.00533593,skyscraper,1270392,1047922,48344,0.021297198,arm,2299112,293845,14769,0.005728442,brick,422313,500343,5379,0.005864096,skyscraper-s,4402944,618109,65486,0.013214633,zigzagged,1618176,346853,24771,0.012766859
85,texture,chequered,0.008952947,red-c,21004512,2000188,83023,0.00362203,floor,20378155,943844,116926,0.005514058,seat cushion,340448,295301,2868,0.004531658,carpet,4405463,447596,20597,0.004262217,living_room-s,9621248,500504,30824,0.003054625,chequered,1530368,283459,16095,0.008952947
86,texture,grid,0.00743667,black-c,139916835,2242087,583720,0.004123038,windowpane,8841352,1148351,60342,0.006077128,balcony,317196,300334,2869,0.004667614,glass,2246777,481574,11857,0.004364817,building_facade-s,3148544,703269,21062,0.005498139,grid,1682240,151601,13537,0.00743667
87,material,metal,0.006063484,orange-c,30348501,1859198,144800,0.004516123,table,4805122,904509,18439,0.003239919,screen,677188,268976,3620,0.00384067,metal,3462561,472106,23714,0.006063484,ball_pit-s,275968,486807,3232,0.00425519,crystalline,1530368,171039,6302,0.003717764
88,color,red-c,0.017300917,red-c,21004512,2987229,408020,0.017300917,person,14523849,1301637,116148,0.007393564,hair,1159565,570695,15087,0.008796197,fabric,8548746,879713,58089,0.006199222,parlor-s,1003520,704321,9347,0.00550311,waffled,1555456,227377,11549,0.006520129
89,color,red-c,0.023662697,red-c,21004512,2232795,537147,0.023662697,person,14523849,1090846,145380,0.00939796,hand,398768,439884,12021,0.01454216,skin,177664,424124,3366,0.005624793,ball_pit-s,275968,502046,9677,0.012594734,banded,2571520,395746,54608,0.018748511
90,texture,studded,0.010174837,black-c,139916835,2627033,535637,0.003771873,cat,4163987,1256379,27943,0.005181901,roof,443437,483061,5871,0.006377176,ceramic,679072,565319,6996,0.005653813,bar-s,765184,596512,4570,0.00336741,studded,1593088,352535,19597,0.010174837
91,part,roof,0.00710019,black-c,139916835,2992642,723927,0.005091425,building,35246027,1528785,244533,0.006693981,roof,443437,495978,6623,0.00710019,glass,2246777,634549,13205,0.00460406,street-s,28111104,848393,157386,0.005464391,chequered,1530368,209860,10481,0.006059268
92,part,wheel,0.015970498,purple-c,10857154,2419858,55779,0.004218895,motorbike,1440771,1049310,27112,0.011007853,wheel,1513439,384210,29830,0.015970498,metal,3462561,410230,18688,0.004848858,airport_terminal-s,1480192,502421,10939,0.005548077,cobwebbed,1505280,450952,23918,0.012377905
93,texture,zigzagged,0.018669557,black-c,139916835,1974453,471668,0.003335237,person,14523849,919744,90106,0.005868765,arm,2299112,410640,16041,0.005954982,fabric,8548746,438041,24825,0.002770041,anechoic_chamber-s,137984,464266,2133,0.003554307,zigzagged,1618176,302610,35203,0.018669557
94,texture,banded,0.070636749,purple-c,10857154,3127019,172566,0.012494274,bus,1628191,1186782,21738,0.007782374,screen,677188,383129,9532,0.009071313,glass,2246777,482087,17549,0.006472505,building_facade-s,3148544,612057,24483,0.006553059,banded,2571520,929884,231010,0.070636749
95,object,person,0.008657717,orange-c,30348501,2947383,163660,0.004939602,person,14523849,1447436,137088,0.008657717,arm,2299112,571157,19601,0.006875932,food,1104928,773218,15235,0.008178061,bakery-shop-s,715008,793047,9791,0.006534896,studded,1593088,239745,7675,0.004205115
96,texture,zigzagged,0.024012633,orange-c,30348501,2147441,102449,0.003162641,chair,4633108,964470,28022,0.005031281,top,381885,386355,3497,0.004572778,glass,2246777,605845,7281,0.00255892,anechoic_chamber-s,137984,604822,3666,0.004959818,zigzagged,1618176,222158,43155,0.024012633
97,texture,chequered,0.020838195,yellow-c,34166024,1825584,127832,0.003564376,desk,916228,742927,6900,0.004176111,lid,90429,188775,1375,0.004949087,paper,471596,433529,4181,0.004640688,office-s,1542912,431183,7613,0.00387138,chequered,1530368,206383,35452,0.020838195
98,texture,grid,0.03310074,white-c,72511065,2743635,824650,0.01107953,signboard,661129,1313043,17971,0.009186684,body,1291612,479628,14779,0.008414078,glass,2246777,322352,11326,0.004428019,casino-outdoor-s,163072,648548,5808,0.007207637,grid,1682240,732540,77370,0.03310074
99,texture,chequered,0.012872324,blue-c,61494563,1700491,218947,0.003476668,wall,48917895,833343,220788,0.004457622,roof,443437,144846,1455,0.002479432,painted,13470129,289126,53880,0.003931304,conference_room-s,2308096,481067,8146,0.002929144,chequered,1530368,208279,22096,0.012872324
